GameStopID,GameTitle,ValueInfo1,ImgLink,Listing Url
120055,Sniper Elite III Ultimate Edition,$8.00*,https://www.gamestop.com/common/images/lbox/109235b.jpg,https://www.gamestop.com/trade/quote/games/120055
120056,Sniper Elite III Ultimate Edition,$8.00*,https://www.gamestop.com/common/images/lbox/109238b.jpg,https://www.gamestop.com/trade/quote/games/120056
120057,Sniper Elite III Ultimate Edition,$8.00*,https://www.gamestop.com/common/images/lbox/109236b.jpg,https://www.gamestop.com/trade/quote/games/120057
120143,LEGO Ninjago: Shadow of Ronin,$8.00*,https://www.gamestop.com/common/images/lbox/109373b.jpg,https://www.gamestop.com/trade/quote/games/120143
120155,Payday 2: Crimewave Edition,$8.00*,https://www.gamestop.com/common/images/lbox/109386brp1.jpg,https://www.gamestop.com/trade/quote/games/120155
120156,Payday 2: Crimewave Edition,$8.00*,https://www.gamestop.com/common/images/lbox/109388brp1.jpg,https://www.gamestop.com/trade/quote/games/120156
120162,LEGO Jurassic World,$8.00*,https://www.gamestop.com/common/images/lbox/109402b.jpg,https://www.gamestop.com/trade/quote/games/120162
120163,LEGO Jurassic World,$8.00*,https://www.gamestop.com/common/images/lbox/109404b.jpg,https://www.gamestop.com/trade/quote/games/120163
120164,LEGO Jurassic World,$8.00*,https://www.gamestop.com/common/images/lbox/109399b.jpg,https://www.gamestop.com/trade/quote/games/120164
120166,LEGO Jurassic World,$8.00*,https://www.gamestop.com/common/images/lbox/109400b.jpg,https://www.gamestop.com/trade/quote/games/120166
120643,PlayStation 2 System Slim,$8.00*,https://www.gamestop.com/common/images/lbox/109656b1.jpg,https://www.gamestop.com/trade/quote/games/120643
120890,God of War III Remastered,$8.00*,https://www.gamestop.com/common/images/lbox/111374b.jpg,https://www.gamestop.com/trade/quote/games/120890
121273,NASCAR '15 - Only at GameStop,$8.00*,https://www.gamestop.com/common/images/lbox/111888b.jpg,https://www.gamestop.com/trade/quote/games/121273
121319,Dungeon Travelers 2: The Royal Library & The Monster Seal,$8.00*,https://www.gamestop.com/common/images/lbox/111951b.jpg,https://www.gamestop.com/trade/quote/games/121319
121546,Call of Duty: Black Ops III,$8.00*,https://www.gamestop.com/common/images/lbox/112198b.jpg,https://www.gamestop.com/trade/quote/games/121546
121548,Call of Duty: Black Ops III,$8.00*,https://www.gamestop.com/common/images/lbox/112199b.jpg,https://www.gamestop.com/trade/quote/games/121548
121581,LEGO Marvel's Avengers,$8.00*,https://www.gamestop.com/common/images/lbox/112275b.jpg,https://www.gamestop.com/trade/quote/games/121581
121582,LEGO Marvel's Avengers,$8.00*,https://www.gamestop.com/common/images/lbox/112271b1.jpg,https://www.gamestop.com/trade/quote/games/121582
121583,LEGO Marvel's Avengers,$8.00*,https://www.gamestop.com/common/images/lbox/112270b.jpg,https://www.gamestop.com/trade/quote/games/121583
121741,Tony Hawk's Pro Skater 5,$8.00*,https://www.gamestop.com/common/images/lbox/112471b.jpg,https://www.gamestop.com/trade/quote/games/121741
121842,Terraria,$8.00*,https://www.gamestop.com/common/images/lbox/no_image_b.jpg,https://www.gamestop.com/trade/quote/games/121842
121865,Steam Controller,$8.00*,https://www.gamestop.com/common/images/lbox/112711b.jpg,https://www.gamestop.com/trade/quote/games/121865
